%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point_id,field.x,field.y,field.z,field.range,field.velocity,field.doppler_bin,field.bearing,field.intensity
1571299394802069976,870035,1571299394801137594,ti_mmwave,10,2.421875,-1.787109375,0.0,3.00646471977,0.0,8,-36.4237365723,22.0412006378
1571299394802072368,870036,1571299394801141465,ti_mmwave,11,2.68359375,-1.548828125,0.0,3.09360861778,0.0,8,-29.9912643433,20.2118930817
1571299394802074268,870037,1571299394801145334,ti_mmwave,12,2.7578125,-1.591796875,0.0,3.18075251579,0.0,8,-29.9933490753,17.6342792511
1571299394802076149,870038,1571299394801149103,ti_mmwave,13,2.796875,-1.615234375,0.0,3.2243244648,0.0,8,-30.0070362091,19.9122600555
1571299394802078478,870039,1571299394801153656,ti_mmwave,14,2.833984375,-1.63671875,0.0,3.2678964138,0.0,8,-30.0078392029,19.5424251556
1571299394802080781,870040,1571299394801157447,ti_mmwave,15,4.142578125,0.12890625,0.0,4.13933563232,0.0,8,1.78232049942,24.031206131
1571299394802082801,870041,1571299394801161133,ti_mmwave,16,4.1875,-0.0,0.0,4.18290758133,0.0,8,-0.0,27.9169063568
1571299394802084770,870042,1571299394801164698,ti_mmwave,17,4.232421875,-0.0,0.0,4.22647953033,0.0,8,-0.0,27.3639640808
1571299394802086709,870043,1571299394801168331,ti_mmwave,18,4.578125,0.142578125,0.0,4.57505512238,0.0,8,1.78380572796,23.031961441
1571299394802088625,870044,1571299394801171976,ti_mmwave,19,4.623046875,0.14453125,0.0,4.61862707138,0.0,8,1.79066622257,26.0205993652
1571299394802090490,870045,1571299394801175645,ti_mmwave,20,4.66796875,-0.0,0.0,4.66219902039,0.0,8,-0.0,24.5331840515
1571299394802093158,870046,1571299394801180158,ti_mmwave,21,4.69140625,0.44140625,0.0,4.70577096939,0.0,8,5.37503623962,23.9619941711
1571299394802095598,870047,1571299394801184201,ti_mmwave,22,4.734375,0.4453125,0.0,4.7493429184,0.0,8,5.37339782715,22.6007137299
1571299394802097479,870048,1571299394801187858,ti_mmwave,23,5.935546875,3.150390625,0.0,6.71008062363,0.0,8,27.9578742981,10.4139270782
1571299394802099384,870049,1571299394801191422,ti_mmwave,24,5.728515625,3.591796875,0.0,6.75365257263,0.0,8,32.0878410339,14.9136171341
1571299394802101235,870050,1571299394801195026,ti_mmwave,25,5.765625,3.615234375,0.0,6.79722452164,0.0,8,32.0890464783,17.481880188
1571299394802103430,870051,1571299394801198886,ti_mmwave,26,5.802734375,3.638671875,0.0,6.84079647064,0.0,8,32.0902481079,16.1278381348
1571299394802105262,870052,1571299394801202567,ti_mmwave,27,5.79296875,5.990234375,0.0,8.32224273682,0.0,8,45.9591140747,9.03090000153
1571299394802107483,870053,1571299394801206660,ti_mmwave,28,10.32421875,-3.779296875,0.0,10.980132103,0.0,8,-20.1057224274,9.03090000153
1571299394802109577,870054,1571299394801210176,ti_mmwave,29,10.484375,-3.44921875,0.0,11.0237035751,0.0,8,-18.2105121613,11.4612808228
1571299394802111457,870055,1571299394801214187,ti_mmwave,30,10.40625,-3.80859375,0.0,11.067276001,0.0,8,-20.1021709442,10.7918128967
1571299394802113607,870056,1571299394801217733,ti_mmwave,31,7.359375,8.34375,0.0,11.1108474731,0.0,8,48.5869827271,16.6275787354
1571299394802115749,870057,1571299394801221350,ti_mmwave,32,0.04296875,0.009765625,0.0,0.0435719527304,0.0,8,12.804265976,27.0926990509
1571299394802117633,870058,1571299394801224947,ti_mmwave,33,0.0859375,0.01953125,0.0,0.0871439054608,0.0,8,12.804265976,27.0842094421
1571299394802119478,870059,1571299394801228657,ti_mmwave,34,0.099609375,0.0859375,0.0,0.130715861917,0.0,8,40.785823822,24.800069809
1571299394802121648,870060,1571299394801232733,ti_mmwave,35,1.490234375,-0.333984375,0.0,1.52501833439,0.0,8,-12.6321287155,8.45098018646
1571299394802123856,870061,1571299394801236424,ti_mmwave,36,8.31640625,0.521484375,0.0,8.32224273682,0.0,8,3.58806228638,9.03090000153
1571299394802125873,870062,1571299394801240042,ti_mmwave,37,10.9453125,1.03125,0.0,10.980132103,0.0,8,5.38242864609,8.45098018646
1571299394802127821,870063,1571299394801243873,ti_mmwave,38,6.890625,8.623046875,0.0,11.0237035751,0.0,8,51.3718605042,10.0
1571299394802129875,870064,1571299394801247536,ti_mmwave,39,7.330078125,8.310546875,0.0,11.067276001,0.0,8,48.5870246887,10.4139270782
1571299394802131771,870065,1571299394801251225,ti_mmwave,40,8.39453125,-7.30078125,0.0,11.1108474731,0.0,8,-41.013710022,15.5630254745
1571299394835613957,870066,1571299394834495389,ti_mmwave,0,0.015625,-0.041015625,0.0,0.0435719527304,0.0,8,-69.1455459595,27.8532981873
1571299394835626740,870067,1571299394834535256,ti_mmwave,2,0.044921875,0.123046875,0.0,0.130715861917,0.0,8,69.9439086914,24.8287353516
1571299394835629413,870068,1571299394834541228,ti_mmwave,3,0.873046875,0.02734375,0.0,0.871439039707,0.0,8,1.79391229153,10.7918128967
1571299394835631404,870069,1571299394834544898,ti_mmwave,4,0.916015625,0.029296875,0.0,0.915010988712,0.0,8,1.8318631649,12.7875356674
1571299394835633549,870070,1571299394834548454,ti_mmwave,5,0.958984375,0.029296875,0.0,0.958582937717,0.0,8,1.74983596802,10.0
1571299394835636182,870071,1571299394834551932,ti_mmwave,6,1.5078125,0.23828125,0.0,1.52501833439,0.0,8,8.98024940491,10.0
1571299394835638206,870072,1571299394834555704,ti_mmwave,7,2.380859375,-1.619140625,0.0,2.87574887276,0.0,8,-34.2182731628,20.5307846069
1571299394835640199,870073,1571299394834559227,ti_mmwave,8,2.416015625,-1.64453125,0.0,2.91932082176,0.0,8,-34.2422981262,23.8916606903
1571299394835642917,870074,1571299394834562687,ti_mmwave,9,2.453125,-1.66796875,0.0,2.96289277077,0.0,8,-34.2132072449,23.7839794159
1571299394835645197,870075,1571299394834567308,ti_mmwave,10,2.68359375,-1.548828125,0.0,3.09360861778,0.0,8,-29.9912643433,20.4921798706
1571299394835647608,870076,1571299394834570643,ti_mmwave,11,2.662109375,-1.66796875,0.0,3.13718056679,0.0,8,-32.0695762634,20.4921798706
1571299394835649529,870077,1571299394834574115,ti_mmwave,12,2.890625,-1.533203125,0.0,3.2678964138,0.0,8,-27.9417190552,15.4406805038
1571299394835651431,870078,1571299394834577557,ti_mmwave,13,4.142578125,0.12890625,0.0,4.13933563232,0.0,8,1.78232049942,24.031206131
1571299394835653304,870079,1571299394834580949,ti_mmwave,14,4.1875,-0.0,0.0,4.18290758133,0.0,8,-0.0,27.9098854065
1571299394835655197,870080,1571299394834584295,ti_mmwave,15,4.232421875,-0.0,0.0,4.22647953033,0.0,8,-0.0,27.3639640808
1571299394835658277,870081,1571299394834587761,ti_mmwave,16,4.578125,0.142578125,0.0,4.57505512238,0.0,8,1.78380572796,22.9446620941
1571299394835660621,870082,1571299394834591618,ti_mmwave,17,4.623046875,0.14453125,0.0,4.61862707138,0.0,8,1.79066622257,25.9988307953
1571299394835662501,870083,1571299394834595517,ti_mmwave,18,4.66796875,-0.0,0.0,4.66219902039,0.0,8,-0.0,24.5484485626
1571299394835664361,870084,1571299394834598948,ti_mmwave,19,4.69140625,0.44140625,0.0,4.70577096939,0.0,8,5.37503623962,23.9445171356
1571299394835666274,870085,1571299394834602356,ti_mmwave,20,4.734375,0.4453125,0.0,4.7493429184,0.0,8,5.37339782715,22.5767860413
1571299394835668315,870086,1571299394834605960,ti_mmwave,21,5.935546875,3.150390625,0.0,6.71008062363,0.0,8,27.9578742981,10.4139270782
1571299394835684708,870087,1571299394834609244,ti_mmwave,22,5.728515625,3.591796875,0.0,6.75365257263,0.0,8,32.0878410339,14.9136171341
1571299394835690326,870088,1571299394834612587,ti_mmwave,23,5.765625,3.615234375,0.0,6.79722452164,0.0,8,32.0890464783,17.5587482452
1571299394835692661,870089,1571299394834616291,ti_mmwave,24,5.802734375,3.638671875,0.0,6.84079647064,0.0,8,32.0902481079,16.1278381348
1571299394835694646,870090,1571299394834619634,ti_mmwave,25,10.32421875,-3.779296875,0.0,10.980132103,0.0,8,-20.1057224274,9.03090000153
1571299394835697083,870091,1571299394834623430,ti_mmwave,26,10.484375,-3.44921875,0.0,11.0237035751,0.0,8,-18.2105121613,11.1394338608
1571299394835699004,870092,1571299394834626722,ti_mmwave,27,10.40625,-3.80859375,0.0,11.067276001,0.0,8,-20.1021709442,10.7918128967
1571299394835700983,870093,1571299394834630088,ti_mmwave,28,6.9453125,8.69140625,0.0,11.1108474731,0.0,8,51.3716087341,16.812412262
1571299394835702819,870094,1571299394834633473,ti_mmwave,29,0.04296875,0.009765625,0.0,0.0435719527304,0.0,8,12.804265976,27.0926990509
1571299394835705125,870095,1571299394834636857,ti_mmwave,30,0.0859375,0.01953125,0.0,0.0871439054608,0.0,8,12.804265976,27.0926990509
1571299394835707342,870096,1571299394834640736,ti_mmwave,31,0.099609375,0.0859375,0.0,0.130715861917,0.0,8,40.785823822,24.7856655121
1571299394835709173,870097,1571299394834644132,ti_mmwave,32,10.97265625,0.6875,0.0,10.980132103,0.0,8,3.58522295952,7.78151273727
1571299394835711033,870098,1571299394834647530,ti_mmwave,33,6.890625,8.623046875,0.0,11.0237035751,0.0,8,51.3718605042,10.0
